# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageLoadsUs,1742024986478000000,1742025046472000000,0
FilePageCacheLockFree.totalPagesReclaimed,1742024986478000000,1742025046472000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1742024986478000000,1742025046472000000,0
FilePageCache.maxCacheSizeInBytes,1742024986478000000,1742025046472000000,246431744
StreamlinedBlobStorage.recordsRelocated,1742024986478000000,1742025046472000000,0
FilePageCache.pageFastCacheHits,1742024986478000000,1742025046472000000,18
FilePageCache.pageLoads,1742024986478000000,1742025046472000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1742024986478000000,1742025046472000000,47326
FilePageCacheLockFree.totalBytesRead,1742024986478000000,1742025046472000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1742024986478000000,1742025046472000000,0
FilePageCache.disposedBuffers,1742024986478000000,1742025046472000000,0
FilePageCacheLockFree.totalPagesAllocated,1742024986478000000,1742025046472000000,0
FilePageCache.maxRegisteredFiles,1742024986478000000,1742025046472000000,571
FilePageCacheLockFree.totalPagesWritten,1742024986478000000,1742025046472000000,0
FilePageCache.pageHits,1742024986478000000,1742025046472000000,0
DirectByteBufferAllocator.misses,1742024986478000000,1742025046472000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1742024986478000000,1742025046472000000,0
FilePageCacheLockFree.totalPagesRequested,1742024986478000000,1742025046472000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1742024986478000000,1742025046472000000,0
IndexesFlusher.totalContentionQuotaSpent,1742025046472000000,1742025106469000000,0
IndexesFlusher.totalFlushes,1742025046472000000,1742025106469000000,59
Indexes.entries.lookupDurationMaxMs,1742025046472000000,1742025106469000000,0.0
Indexes.entries.lookupDuration90PMs,1742025046472000000,1742025106469000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1742025046472000000,1742025106469000000,0.0
Indexes.stubs.lookupDurationAvgMs,1742025046472000000,1742025106469000000,0.0
IndexesFlusher.totalFlushesRetried,1742025046472000000,1742025106469000000,0
Indexes.allKeys.lookupDurationAvgMs,1742025046472000000,1742025106469000000,0.0
Indexes.allKeys.lookupDuration90PMs,1742025046472000000,1742025106469000000,0.0
Indexes.entries.lookups,1742025046472000000,1742025106469000000,0.0
IndexesFlusher.totalFlushingTimeUs,1742025046472000000,1742025106469000000,152793
Indexes.stubs.lookupDuration90PMs,1742025046472000000,1742025106469000000,0.0
Indexes.stubs.lookupDurationMaxMs,1742025046472000000,1742025106469000000,0.0
Indexes.stubs.lookups,1742025046472000000,1742025106469000000,0.0
Indexes.allKeys.lookups,1742025046472000000,1742025106469000000,0.0
Indexes.entries.lookupDurationAvgMs,1742025046472000000,1742025106469000000,0.0
FileNameCache.totalMisses,1742025046472000000,1742025106469000000,0
FileNameCache.queries,1742025046472000000,1742025106469000000,0
FlushQueue.queueSizeAvg,1742025046472000000,1742025106469000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1742025046472000000,1742025106469000000,2390126189
AWTEventQueue.eventsDispatched,1742025046472000000,1742025106469000000,0
NonBlockingReadAction.finalizedExecutionsCount,1742025046472000000,1742025106469000000,0
AWTEventQueue.dispatchTime90PNs,1742025046472000000,1742025106469000000,0
FlushQueue.waitingTimeAvgNs,1742025046472000000,1742025106469000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1742025046472000000,1742025106469000000,0
NonBlockingReadAction.failedExecutionsCount,1742025046472000000,1742025106469000000,0
FlushQueue.executionTimeAvgNs,1742025046472000000,1742025106469000000,0.0
ReadAction.executionsCount,1742025046472000000,1742025106469000000,0
AWTEventQueue.dispatchTimeAvgNs,1742025046472000000,1742025106469000000,0.0
FlushQueue.queueSize90P,1742025046472000000,1742025106469000000,0
FlushQueue.tasksExecuted,1742025046472000000,1742025106469000000,0
FlushQueue.executionTime90PNs,1742025046472000000,1742025106469000000,0
WriteAction.executionsCount,1742025046472000000,1742025106469000000,0
FlushQueue.queueSizeMax,1742025046472000000,1742025106469000000,0
FlushQueue.executionTimeMaxNs,1742025046472000000,1742025106469000000,0
AWTEventQueue.dispatchTimeMaxNs,1742025046472000000,1742025106469000000,0
NonBlockingReadAction.failedExecutionTimeUs,1742025046472000000,1742025106469000000,0
FlushQueue.waitingTime90PNs,1742025046472000000,1742025106469000000,0
FlushQueue.waitingTimeMaxNs,1742025046472000000,1742025106469000000,0
workspaceModel.updates.precise.ms,1742025046472000000,1742025106469000000,21
workspaceModel.updates.ms,1742025046472000000,1742025106469000000,46
workspaceModel.to.snapshot.ms,1742025046472000000,1742025106469000000,1
workspaceModel.updates.count,1742025046472000000,1742025106469000000,3
workspaceModel.loading.total.ms,1742025046472000000,1742025106469000000,285
workspaceModel.init.bridges.ms,1742025046472000000,1742025106469000000,1
workspaceModel.update.unloaded.entities.ms,1742025046472000000,1742025106469000000,0
workspaceModel.initializing.ms,1742025046472000000,1742025106469000000,1
workspaceModel.pre.handlers.ms,1742025046472000000,1742025106469000000,0
workspaceModel.loading.from.cache.ms,1742025046472000000,1742025106469000000,263
workspaceModel.replace.project.model.ms,1742025046472000000,1742025106469000000,0
workspaceModel.check.recursive.update.ms,1742025046472000000,1742025106469000000,0
workspaceModel.collect.changes.ms,1742025046472000000,1742025106469000000,0
jps.app.storage.content.reader.load.component.ms,1742025046472000000,1742025106469000000,0
workspaceModel.sync.entities.ms,1742025046472000000,1742025106469000000,0
jps.library.entities.serializer.save.entities.ms,1742025046472000000,1742025106469000000,0
jps.global.initialize.library.bridges.ms,1742025046472000000,1742025106469000000,0
workspaceModel.save.cache.to.file.ms,1742025046472000000,1742025106469000000,52
workspaceModel.moduleBridge.facet.initialization.ms,1742025046472000000,1742025106469000000,0
jps.reload.project.entities.ms,1742025046472000000,1742025106469000000,0
jps.global.get.libraries.ms,1742025046472000000,1742025106469000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1742025046472000000,1742025106469000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.entities.ms,1742025046472000000,1742025106469000000,7
jps.module.iml.entities.serializer.save.entities.ms,1742025046472000000,1742025106469000000,0
workspaceModel.global.updates.count,1742025046472000000,1742025106469000000,0
jps.load.project.to.empty.storage.ms,1742025046472000000,1742025106469000000,65
jps.global.handle.changed.events.ms,1742025046472000000,1742025106469000000,0
workspaceModel.moduleBridge.update.option.ms,1742025046472000000,1742025106469000000,0
workspaceModel.global.updates.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1742025046472000000,1742025106469000000,6
workspaceModel.load.cache.metadata.from.file.ms,1742025046472000000,1742025106469000000,28
jps.facet.change.listener.init.bridge.ms,1742025046472000000,1742025106469000000,0
workspaceModel.moduleBridge.before.changed.ms,1742025046472000000,1742025106469000000,0
jps.artifact.entities.serializer.load.entities.ms,1742025046472000000,1742025106469000000,0
jps.storage.jps.conf.reader.load.component.ms,1742025046472000000,1742025106469000000,7
jps.load.initial.state.ms,1742025046472000000,1742025106469000000,7
workspaceModel.mutableEntityStorage.remove.entity.ms,1742025046472000000,1742025106469000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1742025046472000000,1742025106469000000,0
jps.module.iml.entities.serializer.load.entities.ms,1742025046472000000,1742025106469000000,10
workspaceModel.moduleManagerBridge.get.modules.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1742025046472000000,1742025106469000000,0
workspaceModel.load.cache.from.file.ms,1742025046472000000,1742025106469000000,256
jps.project.serializers.save.ms,1742025046472000000,1742025106469000000,0
jps.save.global.entities.ms,1742025046472000000,1742025106469000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1742025046472000000,1742025106469000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1742025046472000000,1742025106469000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1742025046472000000,1742025106469000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1742025046472000000,1742025106469000000,310
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1742025046472000000,1742025106469000000,0
jps.app.storage.content.writer.save.component.ms,1742025046472000000,1742025106469000000,0
jps.save.changed.project.entities.ms,1742025046472000000,1742025106469000000,0
jps.global.handle.before.change.events.ms,1742025046472000000,1742025106469000000,0
workspaceModel.orphan.listener.update.ms,1742025046472000000,1742025106469000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1742025046472000000,1742025106469000000,65
workspaceModel.moduleManagerBridge.create.module.instance.ms,1742025046472000000,1742025106469000000,0
jps.global.get.library.by.name.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1742025046472000000,1742025106469000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1742025046472000000,1742025106469000000,20
jps.facet.change.listener.process.change.events.ms,1742025046472000000,1742025106469000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1742025046472000000,1742025106469000000,78
jps.library.entities.serializer.load.entities.ms,1742025046472000000,1742025106469000000,0
jps.project.serializers.load.ms,1742025046472000000,1742025106469000000,24
workspaceModel.mutableEntityStorage.add.diff.ms,1742025046472000000,1742025106469000000,3
workspaceModel.global.apply.state.to.project.ms,1742025046472000000,1742025106469000000,22
jps.global.initialize.library.bridges.after.loading.ms,1742025046472000000,1742025106469000000,0
jps.facet.change.listener.before.change.events.ms,1742025046472000000,1742025106469000000,0
jps.artifact.entities.serializer.save.entities.ms,1742025046472000000,1742025106469000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1742025046472000000,1742025106469000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1742025046472000000,1742025106469000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1742025046472000000,1742025106469000000,3
jps.global.get.library.ms,1742025046472000000,1742025106469000000,0
jps.apply.loaded.storage.ms,1742025046472000000,1742025106469000000,12
JVM.totalCpuTimeMs,1742025046472000000,1742025106469000000,11186
JVM.GC.collectionTimesMs,1742025046472000000,1742025106469000000,0
JVM.maxHeapBytes,1742025046472000000,1742025106469000000,2147483648
JVM.usedNativeBytes,1742025046472000000,1742025106469000000,323695160
JVM.usedHeapBytes,1742025046472000000,1742025106469000000,308834000
JVM.threadCount,1742025046472000000,1742025106469000000,41
JVM.maxNativeBytes,1742025046472000000,1742025106469000000,-1
JVM.totalBytesAllocated,1742025046472000000,1742025106469000000,60531280
OS.loadAverage,1742025046472000000,1742025106469000000,1.92333984375
JVM.GC.collections,1742025046472000000,1742025106469000000,0
StorageLockContext.competingThreads.avg,1742025046472000000,1742025106469000000,0.0
FilePageCacheLockFree.totalPagesWriteMs,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPagesHandedOver,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1742025046472000000,1742025106469000000,120
FilePageCache.totalPageDisposalsUs,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1742025046472000000,1742025106469000000,0
DirectByteBufferAllocator.hits,1742025046472000000,1742025106469000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalBytesRequested,1742025046472000000,1742025106469000000,0
FilePageCache.uncachedFileAccess,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1742025046472000000,1742025106469000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.heapBytesInUse,1742025046472000000,1742025106469000000,0
MappedFileStorage.storages,1742025046472000000,1742025106469000000,14
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1742025046472000000,1742025106469000000,246456320
FilePageCache.capacityInBytes,1742025046472000000,1742025106469000000,503316478
StorageLockContext.competingThreads.max,1742025046472000000,1742025106469000000,0
StreamlinedBlobStorage.recordsAllocated,1742025046472000000,1742025106469000000,0
StorageLockContext.competingThreads.90P,1742025046472000000,1742025106469000000,0
MappedFileStorage.totalBytesMapped,1742025046472000000,1742025106469000000,128188416
DirectByteBufferAllocator.disposed,1742025046472000000,1742025106469000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1742025046472000000,1742025106469000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1742025046472000000,1742025106469000000,544
FilePageCacheLockFree.totalBytesWritten,1742025046472000000,1742025106469000000,0
MappedFileStorage.totalPagesMapped,1742025046472000000,1742025106469000000,14
StreamlinedBlobStorage.recordsDeleted,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPagesReadMs,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.nativeBytesInUse,1742025046472000000,1742025106469000000,24576
FilePageCacheLockFree.housekeeperTimeSpentMs,1742025046472000000,1742025106469000000,38
FilePageCacheLockFree.totalHeapBytesAllocated,1742025046472000000,1742025106469000000,0
DirectByteBufferAllocator.reclaimed,1742025046472000000,1742025106469000000,0
FilePageCache.totalPageLoadsUs,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPagesReclaimed,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1742025046472000000,1742025106469000000,0
FilePageCache.maxCacheSizeInBytes,1742025046472000000,1742025106469000000,246431744
StreamlinedBlobStorage.recordsRelocated,1742025046472000000,1742025106469000000,0
FilePageCache.pageFastCacheHits,1742025046472000000,1742025106469000000,0
FilePageCache.pageLoads,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1742025046472000000,1742025106469000000,47613
FilePageCacheLockFree.totalBytesRead,1742025046472000000,1742025106469000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1742025046472000000,1742025106469000000,0
FilePageCache.disposedBuffers,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPagesAllocated,1742025046472000000,1742025106469000000,0
FilePageCache.maxRegisteredFiles,1742025046472000000,1742025106469000000,571
FilePageCacheLockFree.totalPagesWritten,1742025046472000000,1742025106469000000,0
FilePageCache.pageHits,1742025046472000000,1742025106469000000,0
DirectByteBufferAllocator.misses,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1742025046472000000,1742025106469000000,0
FilePageCacheLockFree.totalPagesRequested,1742025046472000000,1742025106469000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1742025046472000000,1742025106469000000,0
IndexesFlusher.totalContentionQuotaSpent,1742025106469000000,1742025166474000000,0
IndexesFlusher.totalFlushes,1742025106469000000,1742025166474000000,59
Indexes.entries.lookupDurationMaxMs,1742025106469000000,1742025166474000000,0.0
Indexes.entries.lookupDuration90PMs,1742025106469000000,1742025166474000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1742025106469000000,1742025166474000000,0.0
Indexes.stubs.lookupDurationAvgMs,1742025106469000000,1742025166474000000,0.0
IndexesFlusher.totalFlushesRetried,1742025106469000000,1742025166474000000,0
Indexes.allKeys.lookupDurationAvgMs,1742025106469000000,1742025166474000000,0.0
Indexes.allKeys.lookupDuration90PMs,1742025106469000000,1742025166474000000,0.0
Indexes.entries.lookups,1742025106469000000,1742025166474000000,0.0
IndexesFlusher.totalFlushingTimeUs,1742025106469000000,1742025166474000000,187560
Indexes.stubs.lookupDuration90PMs,1742025106469000000,1742025166474000000,0.0
Indexes.stubs.lookupDurationMaxMs,1742025106469000000,1742025166474000000,0.0
Indexes.stubs.lookups,1742025106469000000,1742025166474000000,0.0
Indexes.allKeys.lookups,1742025106469000000,1742025166474000000,0.0
Indexes.entries.lookupDurationAvgMs,1742025106469000000,1742025166474000000,0.0
FileNameCache.totalMisses,1742025106469000000,1742025166474000000,0
FileNameCache.queries,1742025106469000000,1742025166474000000,0
FlushQueue.queueSizeAvg,1742025106469000000,1742025166474000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1742025106469000000,1742025166474000000,2762602232
AWTEventQueue.eventsDispatched,1742025106469000000,1742025166474000000,0
NonBlockingReadAction.finalizedExecutionsCount,1742025106469000000,1742025166474000000,0
AWTEventQueue.dispatchTime90PNs,1742025106469000000,1742025166474000000,0
FlushQueue.waitingTimeAvgNs,1742025106469000000,1742025166474000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1742025106469000000,1742025166474000000,0
NonBlockingReadAction.failedExecutionsCount,1742025106469000000,1742025166474000000,0
FlushQueue.executionTimeAvgNs,1742025106469000000,1742025166474000000,0.0
ReadAction.executionsCount,1742025106469000000,1742025166474000000,0
AWTEventQueue.dispatchTimeAvgNs,1742025106469000000,1742025166474000000,0.0
FlushQueue.queueSize90P,1742025106469000000,1742025166474000000,0
FlushQueue.tasksExecuted,1742025106469000000,1742025166474000000,0
FlushQueue.executionTime90PNs,1742025106469000000,1742025166474000000,0
WriteAction.executionsCount,1742025106469000000,1742025166474000000,0
FlushQueue.queueSizeMax,1742025106469000000,1742025166474000000,0
FlushQueue.executionTimeMaxNs,1742025106469000000,1742025166474000000,0
AWTEventQueue.dispatchTimeMaxNs,1742025106469000000,1742025166474000000,0
NonBlockingReadAction.failedExecutionTimeUs,1742025106469000000,1742025166474000000,0
FlushQueue.waitingTime90PNs,1742025106469000000,1742025166474000000,0
FlushQueue.waitingTimeMaxNs,1742025106469000000,1742025166474000000,0
workspaceModel.updates.precise.ms,1742025106469000000,1742025166474000000,21
workspaceModel.updates.ms,1742025106469000000,1742025166474000000,46
workspaceModel.to.snapshot.ms,1742025106469000000,1742025166474000000,1
workspaceModel.updates.count,1742025106469000000,1742025166474000000,3
workspaceModel.loading.total.ms,1742025106469000000,1742025166474000000,285
workspaceModel.init.bridges.ms,1742025106469000000,1742025166474000000,1
workspaceModel.update.unloaded.entities.ms,1742025106469000000,1742025166474000000,0
workspaceModel.initializing.ms,1742025106469000000,1742025166474000000,1
workspaceModel.pre.handlers.ms,1742025106469000000,1742025166474000000,0
workspaceModel.loading.from.cache.ms,1742025106469000000,1742025166474000000,263
workspaceModel.replace.project.model.ms,1742025106469000000,1742025166474000000,0
workspaceModel.check.recursive.update.ms,1742025106469000000,1742025166474000000,0
workspaceModel.collect.changes.ms,1742025106469000000,1742025166474000000,0
jps.app.storage.content.reader.load.component.ms,1742025106469000000,1742025166474000000,0
workspaceModel.sync.entities.ms,1742025106469000000,1742025166474000000,0
jps.library.entities.serializer.save.entities.ms,1742025106469000000,1742025166474000000,0
jps.global.initialize.library.bridges.ms,1742025106469000000,1742025166474000000,0
workspaceModel.save.cache.to.file.ms,1742025106469000000,1742025166474000000,52
workspaceModel.moduleBridge.facet.initialization.ms,1742025106469000000,1742025166474000000,0
jps.reload.project.entities.ms,1742025106469000000,1742025166474000000,0
jps.global.get.libraries.ms,1742025106469000000,1742025166474000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1742025106469000000,1742025166474000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.entities.ms,1742025106469000000,1742025166474000000,7
jps.module.iml.entities.serializer.save.entities.ms,1742025106469000000,1742025166474000000,0
workspaceModel.global.updates.count,1742025106469000000,1742025166474000000,0
jps.load.project.to.empty.storage.ms,1742025106469000000,1742025166474000000,65
jps.global.handle.changed.events.ms,1742025106469000000,1742025166474000000,0
workspaceModel.moduleBridge.update.option.ms,1742025106469000000,1742025166474000000,0
workspaceModel.global.updates.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1742025106469000000,1742025166474000000,6
workspaceModel.load.cache.metadata.from.file.ms,1742025106469000000,1742025166474000000,28
jps.facet.change.listener.init.bridge.ms,1742025106469000000,1742025166474000000,0
workspaceModel.moduleBridge.before.changed.ms,1742025106469000000,1742025166474000000,0
jps.artifact.entities.serializer.load.entities.ms,1742025106469000000,1742025166474000000,0
jps.storage.jps.conf.reader.load.component.ms,1742025106469000000,1742025166474000000,7
jps.load.initial.state.ms,1742025106469000000,1742025166474000000,7
workspaceModel.mutableEntityStorage.remove.entity.ms,1742025106469000000,1742025166474000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1742025106469000000,1742025166474000000,0
jps.module.iml.entities.serializer.load.entities.ms,1742025106469000000,1742025166474000000,10
workspaceModel.moduleManagerBridge.get.modules.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1742025106469000000,1742025166474000000,0
workspaceModel.load.cache.from.file.ms,1742025106469000000,1742025166474000000,256
jps.project.serializers.save.ms,1742025106469000000,1742025166474000000,0
jps.save.global.entities.ms,1742025106469000000,1742025166474000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1742025106469000000,1742025166474000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1742025106469000000,1742025166474000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1742025106469000000,1742025166474000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1742025106469000000,1742025166474000000,310
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1742025106469000000,1742025166474000000,0
jps.app.storage.content.writer.save.component.ms,1742025106469000000,1742025166474000000,0
jps.save.changed.project.entities.ms,1742025106469000000,1742025166474000000,0
jps.global.handle.before.change.events.ms,1742025106469000000,1742025166474000000,0
workspaceModel.orphan.listener.update.ms,1742025106469000000,1742025166474000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1742025106469000000,1742025166474000000,65
workspaceModel.moduleManagerBridge.create.module.instance.ms,1742025106469000000,1742025166474000000,0
jps.global.get.library.by.name.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1742025106469000000,1742025166474000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1742025106469000000,1742025166474000000,20
jps.facet.change.listener.process.change.events.ms,1742025106469000000,1742025166474000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1742025106469000000,1742025166474000000,78
jps.library.entities.serializer.load.entities.ms,1742025106469000000,1742025166474000000,0
jps.project.serializers.load.ms,1742025106469000000,1742025166474000000,24
workspaceModel.mutableEntityStorage.add.diff.ms,1742025106469000000,1742025166474000000,3
workspaceModel.global.apply.state.to.project.ms,1742025106469000000,1742025166474000000,22
jps.global.initialize.library.bridges.after.loading.ms,1742025106469000000,1742025166474000000,0
jps.facet.change.listener.before.change.events.ms,1742025106469000000,1742025166474000000,0
jps.artifact.entities.serializer.save.entities.ms,1742025106469000000,1742025166474000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1742025106469000000,1742025166474000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1742025106469000000,1742025166474000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1742025106469000000,1742025166474000000,3
jps.global.get.library.ms,1742025106469000000,1742025166474000000,0
jps.apply.loaded.storage.ms,1742025106469000000,1742025166474000000,12
JVM.totalCpuTimeMs,1742025106469000000,1742025166474000000,12329
JVM.GC.collectionTimesMs,1742025106469000000,1742025166474000000,13
JVM.maxHeapBytes,1742025106469000000,1742025166474000000,2147483648
JVM.usedNativeBytes,1742025106469000000,1742025166474000000,322927448
JVM.usedHeapBytes,1742025106469000000,1742025166474000000,269567776
JVM.threadCount,1742025106469000000,1742025166474000000,40
JVM.maxNativeBytes,1742025106469000000,1742025166474000000,-1
JVM.totalBytesAllocated,1742025106469000000,1742025166474000000,59638592
OS.loadAverage,1742025106469000000,1742025166474000000,2.33447265625
JVM.GC.collections,1742025106469000000,1742025166474000000,1
StorageLockContext.competingThreads.avg,1742025106469000000,1742025166474000000,0.0
FilePageCacheLockFree.totalPagesWriteMs,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPagesHandedOver,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1742025106469000000,1742025166474000000,120
FilePageCache.totalPageDisposalsUs,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1742025106469000000,1742025166474000000,0
DirectByteBufferAllocator.hits,1742025106469000000,1742025166474000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalBytesRequested,1742025106469000000,1742025166474000000,0
FilePageCache.uncachedFileAccess,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1742025106469000000,1742025166474000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.heapBytesInUse,1742025106469000000,1742025166474000000,0
MappedFileStorage.storages,1742025106469000000,1742025166474000000,14
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1742025106469000000,1742025166474000000,246456320
FilePageCache.capacityInBytes,1742025106469000000,1742025166474000000,503316478
StorageLockContext.competingThreads.max,1742025106469000000,1742025166474000000,0
StreamlinedBlobStorage.recordsAllocated,1742025106469000000,1742025166474000000,0
StorageLockContext.competingThreads.90P,1742025106469000000,1742025166474000000,0
MappedFileStorage.totalBytesMapped,1742025106469000000,1742025166474000000,128188416
DirectByteBufferAllocator.disposed,1742025106469000000,1742025166474000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1742025106469000000,1742025166474000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1742025106469000000,1742025166474000000,544
FilePageCacheLockFree.totalBytesWritten,1742025106469000000,1742025166474000000,0
MappedFileStorage.totalPagesMapped,1742025106469000000,1742025166474000000,14
StreamlinedBlobStorage.recordsDeleted,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPagesReadMs,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.nativeBytesInUse,1742025106469000000,1742025166474000000,24576
FilePageCacheLockFree.housekeeperTimeSpentMs,1742025106469000000,1742025166474000000,41
FilePageCacheLockFree.totalHeapBytesAllocated,1742025106469000000,1742025166474000000,0
DirectByteBufferAllocator.reclaimed,1742025106469000000,1742025166474000000,0
FilePageCache.totalPageLoadsUs,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalPagesReclaimed,1742025106469000000,1742025166474000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1742025106469000000,1742025166474000000,0
FilePageCache.maxCacheSizeInBytes,1742025106469000000,1742025166474000000,246431744
StreamlinedBlobStorage.recordsRelocated,1742025106469000000,1742025166474000000,0
FilePageCache.pageFastCacheHits,1742025106469000000,1742025166474000000,0
FilePageCache.pageLoads,1742025106469000000,1742025166474000000,0
